,review,results
6410,jason bitch what where y all be at come to town east mall u and your bitch fuck boys,1
6411,jason then bring yo bitch ass to town east mall let me know when u there bitch,1
6412,jason then bring your bitch ass to town east bitch,1
6413,jason u call me dumb but u speak on shit u don t know nothing about yea look who s fucking talking retard,1
6414,jason where y all be at oh we going fight come to town east bitch,1
6415,jason yea it s very true bitch,1
6416,jason smith98 so why the fuck are still talking shit you acting like a pussy ass nigga,0
6417,jason how u going to talk shit from another state that s dat pussy shit,1
6418,jason i heard your mama raised you like bitch,1
6419,jason i said your name bitch so yes you fuck boy,1
6420,jason lmfao and i m making more money then yo duck ass bitch i from dallas tx born and raised and we back our shit up all day nigga,1
6421,jason no am real but you a pussy ass nigga so why would i give a fuck what u think lmao just stfu,1
6422,jason no that s what u think i just don t like pussy boys who run they mouth but they can t back they words up,1
6423,jason no the fuck it s not bitch what s the real fucking address get that bitch out yo blood and tell me the address,1
6424,jason am done are acting like a little bitch my 5 year old nephew realer then your scary ass sunset is not a time u dumb fuck,1
6425,jason am going to hurt more then your bitch ass feelings,1
6426,jason and stop being a bitch made nigga and man up and show up for that ass whooping,1
6427,jason and who said i didn t like myself where the fuck u got shit from u made that up stfu and stop assuming and bitch am not ugly,1
6428,jason and why would i care what a bitch ass nigga think and u don t understand how fucking scary u look,1
6429,jason and you got that pussy in your bllod,1
6430,jason bitch i don t wanna talk i wanna fight your pussy ass,1
6431,jason bitch i have a phone stfu talking don t worry about me just make sure you show up,1
6432,jason bitch am not i really don t fucking like you why the fuck are you even talking to me,1
6433,jason bitch am not your fam and wtf is skrong who says shit like that get your wack ass off my page lamo,1
6434,jason bitch cause u wanted to fight and you didn t show up and tryna make a bet and shit get yo friendly ass off my twitter,1
6435,jason bitch didn t we just discuss this shit yesterday what time faget,1
6436,jason bitch get the fuck off my tl what u mean,1
6437,jason bitch go get a life before i block your lame ass,1
6438,jason bitch let s fight today where you at or are you going to bitch up again i think your going to bitch up again,1
6439,jason bitch meet up,1
6440,jason bitch that says traffic stop bitch stop making excuses,1
6441,jason bitch u a thot oh fake ass nigga box up hoe u not bout nothing,1
6442,jason bitch u describe both of those terms,1
6443,jason bitch was i talking to u stfu and get off my page oh bitch nigga u bout that life,0
6444,jason bitch what i did show up then i tweeted dm texted then called u and i asked u were tryna meet up bitch ur fucking weak,1
6445,jason bitch what no it must of flew over u head cuz u didn t show up at plano senior high school in plano tx fuck boy,1
6446,jason bitch who s fucking playing but you and how would u know what i smoke i don t fuck with friendly ass niggas,1
6447,jason bitch who s playing am not worried about you or your little faget ass friends at vines i know niggas at vines to so wtf u say,1
6448,jason bitch wtf r u talking about and why tf r u still talking shit but not doing no action no thank for proving my point pussy boy,1
6449,jason bitch you are not funny stfu talking to me what part of that do you not understand,1
6450,jason bye bitch,1
6451,jason catch them hoes on saturday meet me at plano senior high,1
6452,jason ha bitch who angry bitch am taller and older then your fake ass boy stfu your making yourself look like a dumbass pussy boyy,1
6453,jason here let me say it more clearly since your retarded ass don t understand,0
6454,jason how would u know if i don t fuck with you exactly you don t wtf i got shut your retarded ass up,0
6455,jason i swear u a fuck nigga u a scary little bitch u think this a game huh,1
6456,jason idgaf what your name is scary ass give me a real address hoe,1
6457,jason is that all you have to say you sound like a little bitch nagging and shit where u be at,1
6458,jason keep talking i m going to make when u can t talk u going to be talking like a retard,1
6459,jason lets settle this and fight stop being a pussy,1
6460,jason lmao why ur dad raised u to be a bitch made nigga,0
6461,jason meet up then and stop hitching out and back your words up pussy,1
6462,jason mfka what ok bitch we going to see your a funny mother fucker,1
6463,jason naw my fam aint no bitch made niggas gtf off my shit fuck nigga im not your fam oh friendly ass nigga,1
6464,jason nigga i was there at 5 42 i went to go get my homeboy and i texted u at 5 50 naw u a bitch,1
6465,jason nigga i really dont give a flying fuck but if u wanna talk shit then back your words up and scratch stop being a little bitch,1
6466,jason nigga u just called me a bitch last time i check im a fucking nigga get out there and ill show u what a real fight like,1
6467,jason nigga what i was talking bout after school or when ever your choice bitch,1
6468,jason oh am i lame but yo pussy ass didn t show up the fuck u talking bout oh scary ass white boy,0
6469,jason oh but i am and my grades say other wise so u can stfu and get off my twitter or u can box simple ass that pussy boy,0
6470,jason pussy,1
6471,jason pussy nigga it s the same term,1
6472,jason restricton g means your license been revoked stop making excuses you a straight up bitch,1
6473,jason sorry don t know what to tell you but to get your pussy ass off my twitter,1
6474,jason u can bring that bitch to,1
6475,jason u can have a tool bet u want shoot it tho pussy ass nigga but u can t through dem hands tho,1
6476,jason u feel like dumb ass don t u pussy boy,1
6477,jason u going to get dropped bitch im a fucking nigga who got a fucking dick,1
6478,jason u made me drive all the way to plano then wanna bitch out,1
6479,jason u want me to panda express so someone can break up the like fuck stick to plan and go to plano get that bitch out your blood,1
6480,jason u will see it on saturday and if u don t show up then your a bitch made nigga pussy ass nigga,1
6481,jason umm you sure the hoes i talk to aren t ugly,1
6482,jason wtf r u talking about i was in plano tx what r u talking about pussy boy,1
6483,jason wtf u think u ole pussy ass nigga,1
6484,jason yes bitch your a fucking square,1
6485,jason you dumb fuck that s not a fucking full address you dumbass i don t live in plano so how the fuck would i know retard,1
6486,jason your so fucking retared its not even funny bitch im going to sleep u,0
6487,g 3 128514 128514 alright fag what about this http t co 5ht61nmjj3,0
6488,g 3 home fag didn t feel like puttin up with your shit today,1
6489,i slid in your dms so answer me bitch,1
6490,don t you mean crowd not crows,2
6491,im pretty sure she s a bad bitch in other words shawty a dime,1
6492,nikecaptain rhodes i was implying you we re the bro amp them two aint nothin but lil hoes c mon now i or you kim,1
6493,128553 128557 128557 bitches needa take notes,1
6494,lu103 playcrazy 2much dalifestyle nigga be safe hoe,1
6495,lu103 playcrazy dalifestyle fuck you bitch,1
6496,mac lmaooooo we can t wash that baby ass honda you got cause that hoe don t cost more than 1200,1
6497,lmaooo just call my phone if you want them birds migos voice,2
6498,don t watch me watch tv hoe,1
6499,nigga madison playing some bitch ass white boys that s going to harvard on law scholarship play crazy,1
6500,shut up bitch for i spit on you,0
6501,you owe me anyway hoe i need that with interest or shooting your shit up,1
6502,you seen it hoe put that cash up bitch imma take your money and spit on your fat ass,1
6503,saan i feel like i just got married bruh she a bad bitch,1
6504,hanima don t be a bitch,1
6505,you just did bitch lol,1
6506,i m a boss ass bitch bitch bitch bitch bitch,1
6507,lol me and just sit there and make fun of him i can t stand that fag,1
6508,roberts is a fuckin fag 128514 smack the shit outta him,0
6509,bitch music,1
6510,james kirby fuck you bitch,1
6511,faggot,0
6512,stop oppressing me have you heard of free speech stop shoving your lifestyle down my throat 1st amendment tcot teabaggers,0
6513,nugget69 bitch you re the ugly one that s why everyone leaves you ahahahaa,1
6514,nugget69 stfu dyke looking hoe,0
6515,jpg at least im not black bitch your parents left you in the mcdonalds parking lot after you were born,0
6516,jpg you were the one that jumped in this conversation you smelly ass bitch just fuck off and thats it,1
6517,hello14 bitch i ain t arguing with you fuk on you said some slick shit n i addressed it simple,1
6518,i highly doubt you re a real woman you re prolly a fat ass man who fuckin cares let me do me ho,1
6519,bitch you mentioned me first tf wrong wit yo psychotic ass,1
6520,he may be hustlin but he studied critical race theory and my people holder is getting his revenge they hate whitey,0
6521,someone on facebook made a status defending him so i dropped a bomb full of knowledge on that bitch and unfriended,1
6522,lol tell liv none of her usual redneck hillbilly places an none of ur black gangsta places either,1
6523,ew you look like a cheap tranny hooker,1
6524,some scandalous hoes then lmao,1
6525,i hopes dis ain t cause he colored cause i knows he be actin all nigga like,0
6526,gimme one with his mouth closed i can t draw teeth without making them look retarded omf,1
6527,fuck yo bitch ass,1
6528,fucking gay faggot look at that gay ass pink shirt haha,0
6529,better nig lol but if anything ill flip u the 10 or something im tryna get some more cash,0
6530,don t hoe me,1
6531,i give up on the tankees i mean yankees maybe next year,2
6532,ha ha ha no good fat dyke,0
6533,kris griff is too ghetto to know anything about sperrys or vans,2
6534,talkin bout bitches gettin butthurt am i right,1
6535,fight expose hoes do some super gay shit anything negative since that s how society works,1
6536,call him a cock blocking faggot,0
6537,that s fucking bitches for ya using that pus to hook u,1
6538,di dadee try me pussy,1
6539,atleast i dont have dick breath you twat licker,1
6540,atleast i wipe my ass trashy bitch,1
6541,bitch if im talker than you then youre short so stfu,1
6542,bitch im 5 7 1 2 smd hoe,1
6543,comeover here then bitch,1
6544,r u that ugly that ur avi is a bitch,1
6545,bitch 128545,1
6546,lady bligh is my bitch i got 10 natty daddy s in my fridge turnup,1
